,c1,c2,c3,c4,c5
34180,"64,50,66","139,165,205","222,4,4","255,127,80","16,19,199"
34181,"0,15,96","240,121,121","118,105,79","206,83,42","170,170,170"
34182,"209,122,225","33,198,192","201,11,11","191,154,169","37,133,126"
34183,"111,122,77","198,175,223","0,15,147","175,154,217","238,75,75"
34184,"249,239,248","238,222,175","225,0,0","212,219,211","96,96,96"
34185,"215,235,255","91,174,167","92,92,92","212,203,179","170,170,170"
34186,"210,207,255","14,234,223","0,15,255","172,42,189","210,204,202"
34187,"238,229,175","47,47,47","253,0,255","220,106,173","71,71,71"
34188,"118,53,0","125,36,88","0,197,255","236,138,221","0,11,169"
34189,"131,0,0","49,22,43","67,81,131","217,194,96","150,164,234"
34190,"0,15,204","45,117,152","182,115,47","113,153,220","104,95,76"
34191,"131,146,216","251,101,130","227,187,118","113,153,220","202,117,0"
34192,"192,131,126","0,103,255","177,173,173","222,125,220","229,212,175"
34193,"176,0,255","0,15,1","0,255,249","237,109,129","16,12,64"
34194,"255,0,180","0,15,1","129,186,238","113,221,159","121,90,59"
34195,"0,146,61","117,106,96","173,224,255","184,89,144","15,79,58"
34196,"0,150,182","88,88,88","242,128,116","232,89,96","226,237,109"
34197,"133,0,0","45,131,158","255,170,193","216,89,192","84,116,161"
34198,"174,255,245","21,229,124","255,170,214","105,7,101","49,94,111"
34199,"106,0,80","71,0,254","255,170,235","9,39,101","207,255,80"
34200,"0,15,255","81,94,42","253,170,255","105,135,101","204,50,50"
34201,"129,227,229","137,137,204","233,170,255","165,161,161","255,185,227"
34202,"231,76,60","245,190,255","212,170,255","248,148,29","119,251,219"
34203,"56,95,153","116,137,193","30,21,8","0,15,255","182,66,16"
34204,"56,95,153","140,210,198","191,170,255","84,216,167","253,228,150"
34205,"56,95,153","244,196,213","0,10,175","253,212,98","240,240,240"
34206,"44,39,61","231,226,79","173,193,255","32,35,44","8,0,92"
34207,"2,102,53","170,183,226","173,214,255","255,141,0","255,200,250"
34208,"16,125,171","226,179,179","173,234,255","187,187,187","255,220,166"
34209,"61,158,216","2,2,2","173,255,255","7,82,88","253,33,77"
34210,"1,172,228","9,8,8","173,255,234","159,148,182","255,249,102"
34211,"91,255,160","76,88,103","173,255,214","204,141,64","205,0,0"
34212,"134,221,255","254,0,0","173,255,193","229,13,13","201,0,0"
34213,"143,255,218","226,183,148","173,255,173","0,145,255","99,195,39"
34214,"255,115,129","207,171,171","193,255,173","25,48,80","14,47,68"
34215,"12,9,29","207,171,171","215,255,175","150,151,130","238,180,34"
34216,"0,15,0","7,17,254","235,255,175","156,0,0","0,0,0"
34217,"255,253,253","247,2,222","255,255,175","182,98,134","163,212,169"
34218,"100,184,201","2,102,7","255,235,175","73,11,101","137,0,55"
34219,"246,62,0","106,0,255","255,215,175","202,249,197","9,240,0"
34220,"1,212,143","174,172,172","255,195,175","69,57,57","12,212,124"
34221,"59,199,196","189,139,79","255,175,175","123,204,255","137,160,162"
34222,"63,191,148","239,222,194","255,86,114","238,238,232","73,224,162"
34223,"165,84,102","0,128,96","112,38,50","55,43,45","73,160,226"
34224,"145,158,191","48,128,128","255,43,164","249,141,201","122,143,155"
34225,"250,225,205","102,7,7","122,13,199","0,145,255","236,205,243"
34226,"33,89,110","198,229,102","198,45,52","132,131,137","202,202,252"
34227,"96,168,161","98,71,71","172,58,204","238,235,161","157,97,64"
34228,"96,168,161","255,252,212","86,49,49","76,34,34","254,60,58"
34229,"180,217,206","225,239,250","0,0,0","255,206,0","139,232,213"
34230,"150,58,214","212,203,187","96,44,133","60,54,54","11,200,213"
34231,"0,15,255","231,225,225","73,120,97","129,0,0","198,172,208"
34232,"9,0,255","111,98,84","120,74,73","175,12,195","230,236,208"
34233,"9,0,255","24,6,79","112,126,55","153,100,223","255,49,105"
34234,"239,211,200","88,63,183","0,236,255","102,65,55","173,195,231"
34235,"167,189,176","183,207,139","55,126,105","254,242,138","31,53,111"
34236,"204,200,165","221,221,221","126,55,76","101,136,149","47,43,39"
34237,"23,94,246","254,180,177","118,91,70","93,135,168","188,205,221"
34238,"160,124,124","255,250,205","223,23,23","246,151,45","236,236,236"
34239,"146,127,146","173,209,245","0,103,114","155,89,179","255,113,184"
34240,"233,40,121","48,92,7","191,75,24","115,8,8","244,253,173"
34241,"15,30,69","255,135,167","199,157,127","0,15,0","215,255,250"
34242,"231,231,164","255,226,0","0,15,108","251,125,125","170,170,170"
34243,"231,68,13","0,25,58","7,135,217","118,83,47","133,21,197"
34244,"240,221,107","44,41,15","255,219,18","128,0,0","93,110,193"
34245,"244,216,216","22,13,5","0,123,123","255,246,143","92,17,171"
34246,"151,21,21","40,178,255","21,21,21","98,136,172","96,170,214"
34247,"255,98,0","16,28,186","20,97,144","56,20,9","93,236,88"
34248,"44,53,73","42,42,42","252,86,23","59,123,154","148,102,180"
34249,"106,144,97","60,28,106","228,227,213","60,60,60","242,150,178"
34250,"255,251,245","224,82,6","62,62,62","187,187,187","78,56,50"
34251,"255,174,104","129,71,130","176,222,234","101,101,101","170,170,170"
34252,"227,85,85","65,65,65","0,2,34","238,83,216","110,186,158"
34253,"73,59,59","101,128,143","168,251,252","187,187,187","83,151,244"
34254,"229,53,53","221,221,221","204,204,204","122,56,56","0,16,137"
34255,"255,250,248","157,255,43","204,204,204","0,15,255","170,170,170"
34256,"193,231,234","182,145,78","204,204,204","215,219,197","170,170,170"
34257,"56,186,137","182,145,78","236,201,201","150,68,0","6,62,83"
34258,"238,255,194","254,83,28","149,166,222","240,203,132","0,0,0"
34259,"238,255,194","57,155,163","220,193,167","240,160,160","220,56,194"
34260,"245,253,255","255,63,77","255,203,165","169,233,238","170,170,170"
34261,"209,84,160","97,255,61","221,109,148","171,171,171","86,70,19"
34262,"76,155,89","86,157,199","255,152,82","156,156,156","89,216,64"
34263,"108,87,92","154,62,0","255,228,0","0,150,154","0,9,0"
34264,"242,216,64","154,62,0","0,206,209","255,213,199","156,141,73"
34265,"35,0,67","238,205,27","0,128,128","246,203,189","170,170,170"
34266,"232,226,185","255,251,237","204,204,204","255,171,124","0,15,0"
34267,"238,193,137","255,157,0","64,241,3","234,157,157","71,71,71"
34268,"171,228,231","205,198,249","207,226,232","139,156,128","0,1,79"
34269,"163,246,160","0,0,251","255,231,205","165,234,215","212,255,0"
34270,"133,97,61","207,218,238","162,13,37","216,192,155","0,0,0"
34271,"22,57,96","203,206,165","249,148,148","206,206,206","136,47,171"
34272,"98,126,117","67,224,239","211,57,240","251,156,185","138,45,45"
34273,"189,246,121","0,215,255","5,36,64","0,0,0","234,28,152"
34274,"227,94,135","221,221,221","180,50,50","51,79,40","88,28,28"
34275,"84,229,152","0,0,0","188,197,181","113,111,186","242,187,131"
34276,"255,102,225","0,0,0","154,126,184","114,43,66","234,209,60"
34277,"255,183,183","0,71,74","206,168,255","237,183,156","47,51,107"
34278,"54,2,2","75,36,40","174,151,198","181,128,161","223,62,22"
34279,"238,254,255","28,195,219","186,159,214","196,81,101","5,77,10"
34280,"242,211,211","106,163,247","123,123,123","146,122,232","126,30,50"
34281,"234,231,182","199,22,16","150,113,174","183,95,52","41,8,8"
34282,"239,102,36","132,242,115","113,255,216","172,172,254","146,146,146"
34283,"251,251,251","242,139,11","240,152,170","117,168,13","116,13,13"
34284,"234,101,12","22,35,64","116,144,114","151,255,255","28,35,81"
34285,"234,101,12","238,179,153","0,90,72","111,163,255","74,27,135"
34286,"241,241,241","25,60,86","188,94,107","32,28,26","66,229,217"
34287,"200,91,36","253,172,90","120,142,169","199,48,35","235,237,79"
34288,"0,0,0","167,23,22","186,239,208","0,15,54","237,159,25"
34289,"0,100,133","96,150,0","33,14,28","224,225,229","211,255,245"
34290,"99,205,239","73,81,0","94,141,102","240,186,174","244,63,255"
34291,"223,183,139","50,213,0","75,81,161","190,221,229","16,184,176"
34292,"34,56,81","93,127,0","238,183,2","172,216,249","250,227,39"
34293,"241,102,34","203,206,215","1,167,112","0,15,255","19,19,19"
34294,"151,106,58","115,22,36","42,164,209","36,141,161","245,40,135"
34295,"91,173,49","112,111,116","0,5,50","200,92,229","255,235,239"
34296,"104,177,80","102,140,0","0,4,51","133,184,231","0,15,102"
34297,"212,4,4","46,63,0","254,246,91","239,240,104","41,41,41"
34298,"143,145,174","61,59,65","222,195,255","153,176,238","53,121,97"
34299,"237,236,231","189,255,9","228,246,255","229,196,138","143,173,225"
34300,"29,58,130","50,82,114","43,59,114","255,113,66","124,130,146"
34301,"113,133,121","79,97,112","22,55,101","183,103,12","170,170,170"
34302,"248,161,58","232,240,242","23,22,69","250,225,12","0,15,255"
34303,"0,15,0","50,213,0","237,136,22","229,215,70","7,6,6"
34304,"250,225,0","144,36,36","253,230,158","107,6,152","127,154,81"
34305,"39,35,36","168,178,193","216,196,170","187,123,255","224,224,224"
34306,"26,10,251","156,213,0","255,239,173","36,36,36","170,170,170"
34307,"214,248,245","242,222,155","204,187,203","70,78,72","201,38,6"
34308,"208,248,246","84,150,191","255,72,72","227,139,117","0,111,81"
34309,"137,154,159","0,15,255","189,175,40","227,139,117","0,133,66"
34310,"58,56,65","121,199,46","151,216,35","169,159,60","0,13,136"
34311,"111,226,221","185,198,240","14,90,239","166,166,166","107,120,255"
34312,"33,45,50","0,15,255","166,125,201","255,127,0","0,9,255"
34313,"46,20,6","119,161,145","101,161,196","255,127,0","64,224,208"
34314,"0,15,0","91,209,255","201,112,158","254,147,128","29,140,145"
34315,"0,0,0","117,92,115","149,83,83","227,227,227","69,61,59"
34316,"208,39,131","119,199,43","226,63,63","33,119,173","71,52,17"
34317,"72,73,111","213,190,219","127,164,101","232,232,232","224,55,0"
34318,"114,146,70","67,219,101","156,156,156","0,0,0","255,154,78"
34319,"52,125,123","0,15,255","213,153,51","80,46,46","255,154,78"
34320,"144,129,232","23,118,39","220,193,167","114,40,40","36,133,242"
34321,"97,49,117","131,238,89","0,15,255","119,180,172","190,214,0"
34322,"160,35,59","86,68,68","178,0,0","159,80,166","24,55,106"
34323,"219,148,100","197,181,112","117,144,127","132,147,211","255,110,0"
34324,"245,248,239","0,9,153","8,103,209","255,209,224","23,26,238"
34325,"87,73,60","0,255,249","21,113,126","107,141,125","255,110,0"
34326,"158,114,178","250,117,24","11,71,89","197,197,197","170,170,170"
34327,"102,234,210","179,198,206","251,237,249","223,50,39","170,170,170"
34328,"249,249,249","214,26,26","223,113,22","225,225,225","170,170,170"
34329,"20,20,58","33,152,213","0,15,255","11,156,153","170,170,170"
34330,"198,253,207","33,152,213","0,15,255","8,30,137","170,170,170"
34331,"19,15,17","255,215,181","204,204,204","227,76,76","170,170,170"
34332,"118,18,35","167,156,156","244,246,208","240,105,180","170,170,170"
34333,"54,19,20","79,53,53","233,249,247","246,85,85","170,170,170"
34334,"7,129,107","169,14,14","244,225,230","251,4,141","170,170,170"
34335,"25,58,45","0,1,250","221,217,201","86,255,0","170,170,170"
34336,"0,0,175","0,15,0","227,240,230","46,0,62","129,217,204"
34337,"164,255,184","67,74,108","33,152,213","92,24,24","170,170,170"
34338,"134,219,177","116,136,156","33,152,213","214,199,206","216,212,76"
34339,"113,200,208","255,177,208","208,151,174","0,213,117","47,92,122"
34340,"113,200,208","225,178,207","255,142,1","249,4,115","170,170,170"
34341,"223,42,137","230,166,179","255,141,0","255,2,168","133,94,200"
34342,"179,72,255","230,179,204","207,255,203","225,2,253","11,117,55"
34343,"235,255,190","255,179,102","13,105,174","8,253,0","58,138,89"
34344,"254,183,255","230,153,153","195,107,18","145,180,240","89,178,130"
34345,"255,55,126","229,54,99","145,255,153","248,186,98","90,178,131"
34346,"203,99,108","54,47,52","88,0,0","122,172,240","90,175,130"
34347,"204,100,109","0,171,255","216,210,255","208,255,240","0,84,81"
34348,"223,255,192","255,190,114","81,70,115","65,129,167","153,0,18"
34349,"255,154,138","22,166,255","254,78,255","171,167,68","216,24,53"
34350,"227,217,217","132,180,189","198,255,163","31,54,9","0,0,0"
34351,"223,80,80","222,255,250","137,129,165","87,87,105","249,202,169"
34352,"0,0,0","231,203,255","234,20,170","48,109,89","0,0,0"
34353,"114,66,148","255,44,111","178,156,203","0,15,255","254,185,202"
34354,"92,23,44","212,184,64","231,21,169","47,97,148","255,172,117"
34355,"79,24,24","20,20,20","184,172,172","146,236,255","0,172,131"
34356,"109,126,210","18,18,18","0,3,147","225,224,219","134,79,255"
34357,"160,231,77","0,0,0","63,165,53","176,255,220","225,225,225"
34358,"218,252,255","93,193,145","240,185,185","0,0,0","53,50,126"
34359,"240,166,166","107,196,204","161,214,226","255,97,97","115,0,122"
34360,"137,46,101","212,144,144","159,151,244","189,219,105","72,0,38"
34361,"5,219,161","108,73,211","159,199,148","54,19,19","170,170,170"
34362,"7,184,144","108,73,211","212,153,148","220,249,207","255,105,34"
34363,"230,32,32","0,223,255","157,163,182","187,187,187","239,141,8"
34364,"230,32,32","94,81,81","159,199,244","187,187,187","93,227,123"
34365,"62,58,58","229,218,169","70,55,194","107,217,98","10,154,173"
34366,"230,245,152","216,187,141","255,188,144","251,125,163","138,250,173"
34367,"252,141,89","219,159,118","78,178,120","187,187,187","138,154,237"
34368,"252,141,89","137,28,144","217,221,239","187,187,187","228,96,180"
34369,"20,26,30","243,226,234","94,96,186","0,5,255","78,13,141"
34370,"123,113,112","230,204,179","220,47,47","0,0,241","142,13,93"
34371,"233,230,222","221,221,221","236,226,9","150,231,234","135,130,135"
34372,"132,132,242","149,193,196","191,25,58","238,240,56","39,2,135"
34373,"79,101,122","0,11,166","146,31,129","16,118,18","132,144,106"
34374,"244,91,91","132,167,53","140,153,212","3,94,0","39,130,7"
34375,"255,253,214","216,186,0","246,179,52","241,242,154","190,172,222"
34376,"128,130,133","22,115,161","255,237,130","219,111,21","255,255,152"
34377,"29,157,161","107,17,7","87,73,70","0,255,56","63,108,244"
34378,"104,44,116","126,80,79","239,37,69","29,137,64","129,164,201"
34379,"0,0,0","173,191,167","11,121,167","0,15,255","113,228,57"
34380,"0,0,0","101,122,88","48,239,255","40,95,146","66,247,255"
34381,"0,0,0","69,99,126","204,10,10","190,249,160","2,151,255"
34382,"0,0,0","199,181,167","232,224,201","35,35,35","230,105,134"
34383,"0,0,0","4,108,159","161,25,25","61,245,28","182,9,134"
34384,"244,91,91","241,41,41","206,75,148","6,46,99","94,94,94"
34385,"255,160,41","179,204,115","133,164,167","227,209,194","212,169,113"
34386,"164,184,86","242,77,89","137,0,69","204,62,62","116,38,47"
34387,"0,2,34","153,217,242","99,29,180","235,219,251","107,52,105"
34388,"255,101,101","255,166,179","239,206,214","255,248,206","114,50,50"
34389,"157,224,147","32,32,32","66,82,141","149,166,201","17,17,169"
34390,"122,137,184","103,137,61","71,74,244","21,81,55","234,211,170"
34391,"0,15,249","242,228,202","0,0,0","20,82,55","255,152,152"
34392,"175,227,19","68,129,141","0,0,0","60,187,214","0,15,255"
34393,"45,56,58","116,77,99","42,98,61","165,165,165","219,224,255"
34394,"112,112,204","180,89,66","238,225,23","167,126,252","233,128,110"
34395,"255,160,128","88,61,66","255,175,227","0,15,255","240,255,0"
34396,"229,11,93","253,232,182","180,175,175","104,16,165","170,170,170"
34397,"0,0,204","234,181,136","97,114,114","171,227,58","54,52,105"
34398,"165,11,94","139,90,81","255,228,239","0,15,255","71,178,219"
34399,"243,0,0","235,48,0","120,140,130","27,23,37","192,231,242"
34400,"200,138,101","153,122,93","65,90,78","243,39,51","31,34,50"
34401,"225,44,44","116,214,253","255,250,250","111,255,236","33,160,53"
34402,"126,204,238","147,205,241","111,154,190","235,217,210","4,8,204"
34403,"230,35,51","226,191,125","0,15,255","244,244,244","128,155,184"
34404,"22,23,24","220,208,184","249,216,236","150,0,0","249,255,205"
34405,"245,162,118","161,142,169","5,136,218","39,32,30","255,116,0"
34406,"240,174,74","245,205,180","225,189,76","0,0,255","0,15,255"
34407,"126,216,123","135,37,20","50,50,51","0,15,255","9,9,9"
34408,"254,255,147","85,36,123","255,212,207","0,15,255","73,0,253"
34409,"163,191,195","153,0,111","248,251,210","0,15,255","87,195,237"
34410,"236,159,194","163,206,155","223,221,171","0,15,255","14,8,30"
34411,"197,238,125","201,201,201","84,85,84","0,15,255","0,15,255"
34412,"245,255,0","206,96,96","20,97,137","0,15,255","212,212,212"
34413,"74,245,255","247,251,180","20,97,137","203,203,203","34,139,34"
34414,"39,57,22","234,171,76","255,244,0","0,15,255","175,156,228"
34415,"255,254,162","224,194,236","122,191,227","0,15,255","156,78,75"
34416,"238,255,98","0,4,68","13,15,116","226,224,238","44,45,40"
34417,"255,82,82","203,233,255","104,79,47","146,0,89","137,95,42"
34418,"241,242,68","73,235,202","6,112,210","0,15,255","255,39,13"
34419,"255,104,104","249,204,10","255,20,147","0,15,255","59,6,88"
34420,"202,229,197","0,0,255","0,15,195","24,25,63","208,201,190"
34421,"235,236,229","13,114,3","255,243,243","0,15,255","0,0,0"
34422,"246,246,246","132,70,255","0,12,102","0,15,255","0,6,163"
34423,"105,103,94","221,221,221","191,82,126","181,137,137","60,60,59"
34424,"223,55,12","156,80,93","0,250,154","0,15,255","109,62,62"
34425,"135,6,70","48,56,74","0,15,255","0,15,255","14,38,122"
34426,"201,202,248","255,0,79","0,161,255","115,92,129","0,15,255"
34427,"249,208,204","188,255,226","237,134,153","0,15,255","229,71,53"
34428,"250,222,245","50,205,50","246,189,221","0,15,255","191,143,204"
34429,"17,10,90","99,128,162","0,15,0","209,191,114","87,74,104"
34430,"14,8,32","0,146,255","76,0,109","181,64,46","82,109,154"
34431,"51,182,193","143,208,202","214,214,214","0,15,255","85,174,71"
34432,"242,206,93","133,133,133","0,0,31","0,15,255","131,38,38"
34433,"69,214,86","25,49,227","24,169,212","252,172,242","230,14,94"
34434,"242,7,7","227,93,2","237,237,235","210,218,119","230,94,14"
