,c1,c2,c3,c4,c5,c1_feel,c1_sentiment,c2_feel,c2_sentiment,c3_feel,c3_sentiment,c4_feel,c4_sentiment,c5_feel,c5_sentiment
23448,"255,248,245","236,214,83","255,215,87","99,255,0","28,32,31",,0,,0,,0,,0,,0
23449,"127,48,130","254,255,154","226,131,82","161,36,70","255,214,87",,0,,0,,0,,0,,0
23450,"148,0,60","253,183,49","76,7,44","168,61,107","77,113,41",,0,,0,,0,,0,,0
23451,"0,12,63","234,112,112","236,240,176","231,225,58","55,102,54",,0,,0,,0,,0,,0
23452,"0,15,246","238,174,174","218,221,203","174,147,147","178,216,255",,0,,0,,0,,0,,0
23453,"0,105,44","41,64,35","219,208,194","148,112,112","168,32,20",,0,,0,,0,,0,,0
23454,"54,122,189","189,134,51","156,115,83","142,157,174","42,158,198",,0,,0,,0,,0,,0
23455,"28,9,9","0,156,207","206,188,169","99,65,65","179,90,141",,0,,0,,0,,0,,0
23456,"107,28,76","90,189,204","159,134,119","210,184,184","0,15,255",,0,,0,,0,,0,,0
23457,"0,33,71","66,180,193","214,202,190","197,177,166","61,29,117",,0,,0,,0,,0,,0
23458,"192,97,204","0,154,165","146,143,100","152,128,128","234,234,219",,0,,0,,0,,0,,0
23459,"242,22,67","152,89,68","77,79,76","191,166,166","80,186,245",,0,,0,,0,,0,,0
23460,"249,91,154","101,43,23","193,127,124","144,110,96","157,138,174",,0,,0,,0,,0,,0
23461,"0,15,240","253,204,163","223,217,203","146,121,121","144,255,227",,0,,0,,0,,0,,0
23462,"17,198,52","179,232,200","118,116,104","159,122,122","184,83,175",,0,,0,,0,,0,,0
23463,"15,207,192","155,195,192","150,146,110","206,136,136","124,111,111",,0,,0,,0,,0,,0
23464,"12,5,60","174,107,123","212,209,202","229,190,190","31,45,94",,0,,0,,0,,0,,0
23465,"255,88,113","0,6,111","133,97,66","206,170,87","171,45,109",,0,,0,,0,,0,,0
23466,"32,80,135","225,0,0","133,105,95","117,189,255","19,39,23",,0,,0,,0,,0,,0
23467,"246,238,255","103,255,228","135,148,126","81,0,137","33,40,58",,0,,0,,0,,0,,0
23468,"0,255,107","255,193,0","212,198,185","89,159,223","63,162,50",,0,,0,,0,,0,,0
23469,"28,28,28","87,255,72","193,156,162","199,103,103","161,255,167",,0,,0,,0,,0,,0
23470,"102,96,141","165,17,17","201,201,184","255,212,33","188,192,195",,0,,0,,0,,0,,0
23471,"225,182,146","174,26,40","150,117,123","255,232,158","228,212,212",,0,,0,,0,,0,,0
23472,"216,140,190","140,153,201","144,104,97","196,113,255","179,128,124",,0,,0,,0,,0,,0
23473,"53,123,188","45,36,101","246,240,235","67,150,57","183,165,99",,0,,0,,0,,0,,0
23474,"72,63,171","72,114,146","65,105,81","240,171,6","51,124,81",,0,,0,,0,,0,,0
23475,"220,251,255","214,206,203","223,231,217","137,204,219","64,148,189",,0,,0,,0,,0,,0
23476,"0,6,102","221,221,221","126,62,68","190,102,191","33,229,135",,0,,0,,0,,0,,0
23477,"92,152,68","0,12,222","219,211,194","187,123,255","170,170,170",,0,,0,,0,,0,,0
23478,"116,0,88","0,3,87","39,58,58","190,255,149","80,123,97",,0,,0,,0,,0,,0
23479,"31,69,255","107,87,77","108,111,57","90,92,229","239,164,0",,0,,0,,0,,0,,0
23480,"201,67,60","145,7,41","103,68,50","22,24,114","1,1,1",,0,,0,,0,,0,,0
23481,"171,219,229","178,90,0","212,192,152","210,140,165","106,0,106",,0,,0,,0,,0,,0
23482,"30,21,10","187,164,104","216,200,183","174,97,97","222,197,15",,0,,0,,0,,0,,0
23483,"120,91,71","231,208,152","186,159,106","11,87,133","253,182,182",,0,,0,,0,,0,,0
23484,"255,245,245","75,56,28","201,189,170","148,127,225","51,101,131",,0,,0,,0,,0,,0
23485,"255,208,0","254,166,73","229,228,211","132,163,253","137,206,103",,0,,0,,0,,0,,0
23486,"251,94,94","255,167,0","229,217,211","103,0,76","89,111,135",,0,,0,,0,,0,,0
23487,"253,216,160","112,113,102","231,226,213","111,0,82","156,184,163",,0,,0,,0,,0,,0
23488,"247,146,212","0,54,164","173,255,236","238,74,116","74,159,118",,0,,0,,0,,0,,0
23489,"255,149,245","86,77,101","54,0,0","95,83,69","79,93,103",,0,,0,,0,,0,,0
23490,"253,241,219","231,138,145","232,198,255","70,204,180","38,41,84",,0,,0,,0,,0,,0
23491,"80,146,236","214,204,146","0,80,140","77,107,134","101,107,131",,0,,0,,0,,0,,0
23492,"134,152,130","169,182,198","4,101,174","250,180,140","236,147,255",,0,,0,,0,,0,,0
23493,"88,12,58","13,9,38","242,234,186","71,63,84","22,146,171",,0,,0,,0,,0,,0
23494,"15,129,74","144,135,191","236,214,0","218,227,208","171,171,171",,0,,0,,0,,0,,0
23495,"89,147,244","255,180,0","236,236,236","135,134,68","0,0,0",,0,,0,,0,,0,,0
23496,"16,122,0","135,174,195","100,56,116","96,170,178","249,155,255",,0,,0,,0,,0,,0
23497,"197,84,84","214,24,24","148,55,121","142,145,134","120,85,255",,0,,0,,0,,0,,0
23498,"244,0,0","178,124,124","21,99,89","64,40,43","255,237,198",,0,,0,,0,,0,,0
23499,"0,15,0","237,167,255","70,171,128","205,219,155","255,151,151",,0,,0,,0,,0,,0
23500,"159,131,90","249,212,49","84,57,54","186,26,156","170,170,170",,0,,0,,0,,0,,0
23501,"208,0,42","121,90,126","249,82,52","90,27,65","87,12,12",,0,,0,,0,,0,,0
23502,"140,82,255","182,242,113","19,59,103","108,54,146","65,65,65",,0,,0,,0,,0,,0
23503,"100,148,93","16,11,51","96,58,114","87,86,135","112,5,113",,0,,0,,0,,0,,0
23504,"169,249,93","244,255,67","254,232,207","0,0,243","187,214,249",,0,,0,,0,,0,,0
23505,"193,12,12","210,79,79","116,199,155","88,16,89","209,153,232",,0,,0,,0,,0,,0
23506,"140,251,148","115,133,154","156,62,91","180,182,194","170,170,170",,0,,0,,0,,0,,0
23507,"255,184,74","31,131,152","218,244,246","94,78,78","170,170,170",,0,,0,,0,,0,,0
23508,"141,64,0","15,182,169","255,180,155","180,124,110","170,170,170",,0,,0,,0,,0,,0
23509,"249,194,255","31,32,88","213,255,196","197,178,178","170,170,170",,0,,0,,0,,0,,0
23510,"92,92,92","231,96,212","244,186,242","184,190,195","170,170,170",,0,,0,,0,,0,,0
23511,"92,92,92","21,255,0","227,177,255","251,215,207","170,170,170",,0,,0,,0,,0,,0
23512,"238,238,238","231,147,77","255,247,173","177,240,184","139,168,183",,0,,0,,0,,0,,0
23513,"238,238,238","60,0,255","142,110,165","5,47,46","170,170,170",,0,,0,,0,,0,,0
23514,"238,238,238","48,75,171","181,249,255","8,3,67","84,132,164",,0,,0,,0,,0,,0
23515,"0,2,90","197,230,236","0,7,215","98,119,120","242,194,205",,0,,0,,0,,0,,0
23516,"255,210,154","86,0,255","125,27,49","1,80,104","0,3,206",,0,,0,,0,,0,,0
23517,"245,244,243","199,39,120","0,191,255","219,104,84","167,215,151",,0,,0,,0,,0,,0
23518,"43,143,255","255,157,76","16,23,52","62,47,77","6,0,0",,0,,0,,0,,0,,0
23519,"0,15,58","196,169,225","204,204,204","229,165,158","204,188,255",,0,,0,,0,,0,,0
23520,"0,0,175","88,13,32","204,204,204","31,51,92","246,246,179",,0,,0,,0,,0,,0
23521,"0,9,175","150,145,142","204,204,204","125,151,34","11,51,18",,0,,0,,0,,0,,0
23522,"0,9,0","254,109,255","204,204,204","187,155,73","129,21,48",,0,,0,,0,,0,,0
23523,"0,3,6","253,247,209","204,204,204","100,158,163","64,0,0",,0,,0,,0,,0,,0
23524,"0,15,163","217,36,0","239,240,244","255,53,53","100,83,111",,0,,0,,0,,0,,0
23525,"0,13,163","223,255,250","255,223,123","212,67,67","0,15,255",,0,,0,,0,,0,,0
23526,"249,230,216","56,56,56","254,240,240","255,194,132","244,244,153",,0,,0,,0,,0,,0
23527,"197,167,122","201,149,96","246,244,218","165,73,138","34,9,24",,0,,0,,0,,0,,0
23528,"255,147,16","80,87,101","0,249,255","227,209,255","213,159,251",,0,,0,,0,,0,,0
23529,"0,0,240","9,0,110","173,28,25","206,198,255","170,170,170",,0,,0,,0,,0,,0
23530,"0,10,150","107,111,70","231,231,231","0,0,0","176,50,36",,0,,0,,0,,0,,0
23531,"216,162,125","0,0,0","207,149,164","0,141,164","0,14,238",,0,,0,,0,,0,,0
23532,"100,0,100","0,0,0","214,164,124","28,131,35","170,170,170",,0,,0,,0,,0,,0
23533,"0,0,100","232,206,255","156,70,24","54,101,83","137,202,209",,0,,0,,0,,0,,0
23534,"0,100,0","103,85,58","195,133,1","190,223,187","38,52,37",,0,,0,,0,,0,,0
23535,"100,0,0","8,123,146","91,20,58","171,249,255","30,33,36",,0,,0,,0,,0,,0
23536,"242,125,86","0,15,255","114,53,89","221,206,187","241,233,180",,0,,0,,0,,0,,0
23537,"238,236,184","203,120,120","213,255,179","0,6,102","140,54,54",,0,,0,,0,,0,,0
23538,"221,204,154","255,249,148","68,156,147","0,6,102","220,187,255",,0,,0,,0,,0,,0
23539,"163,130,122","180,211,244","171,53,99","44,214,107","170,170,170",,0,,0,,0,,0,,0
23540,"69,49,71","229,130,164","147,195,135","152,53,98","95,117,163",,0,,0,,0,,0,,0
23541,"236,231,182","183,169,197","121,162,223","44,156,145","90,19,139",,0,,0,,0,,0,,0
23542,"114,81,46","59,117,167","77,30,48","152,41,30","103,0,0",,0,,0,,0,,0,,0
23543,"125,146,123","97,109,118","50,18,56","246,135,135","0,0,0",,0,,0,,0,,0,,0
23544,"79,56,52","158,134,234","156,124,124","47,31,10","249,129,129",,0,,0,,0,,0,,0
23545,"72,76,81","189,143,159","122,109,139","180,223,242","74,1,255",,0,,0,,0,,0,,0
23546,"96,43,47","100,189,155","214,142,113","249,251,217","255,183,47",,0,,0,,0,,0,,0
23547,"126,53,63","255,180,147","133,179,93","115,114,146","0,15,255",,0,,0,,0,,0,,0
23548,"207,197,208","108,3,3","64,77,87","0,6,69","255,50,19",,0,,0,,0,,0,,0
23549,"72,85,109","0,255,133","15,134,59","136,80,110","66,98,114",,0,,0,,0,,0,,0
23550,"98,101,86","193,187,46","156,20,45","126,150,110","216,227,222",,0,,0,,0,,0,,0
23551,"197,138,138","16,45,34","12,147,159","100,82,144","241,35,236",,0,,0,,0,,0,,0
23552,"166,193,187","148,0,37","209,59,122","78,49,45","139,3,3",,0,,0,,0,,0,,0
23553,"93,118,104","59,40,204","206,67,102","180,153,76","9,9,9",,0,,0,,0,,0,,0
23554,"57,64,77","42,42,46","202,33,114","163,40,40","16,90,150",,0,,0,,0,,0,,0
23555,"106,221,175","251,172,153","172,18,104","221,116,116","0,15,255",,0,,0,,0,,0,,0
23556,"130,242,242","221,221,221","179,36,160","135,224,195","90,90,90",,0,,0,,0,,0,,0
23557,"66,100,155","75,30,6","225,227,0","213,159,191","242,244,245",,0,,0,,0,,0,,0
23558,"0,6,51","81,59,67","214,184,0","144,54,38","222,0,255",,0,,0,,0,,0,,0
23559,"0,3,51","215,216,96","199,191,5","32,137,99","0,0,255",,0,,0,,0,,0,,0
23560,"249,201,201","54,131,102","238,155,155","163,250,251","0,15,255",,0,,0,,0,,0,,0
23561,"0,9,99","236,255,79","199,10,115","234,225,238","4,1,80",,0,,0,,0,,0,,0
23562,"42,8,8","0,15,0","139,208,189","197,166,69","170,170,170",,0,,0,,0,,0,,0
23563,"0,12,99","253,255,0","64,190,193","37,40,206","137,0,255",,0,,0,,0,,0,,0
23564,"32,29,62","171,100,69","255,248,248","178,105,105","0,0,0",,0,,0,,0,,0,,0
23565,"158,158,158","110,180,150","127,86,135","58,48,5","43,94,121",,0,,0,,0,,0,,0
23566,"4,6,6","255,101,163","26,30,65","216,216,201","80,11,78",,0,,0,,0,,0,,0
23567,"236,208,120","89,30,105","216,216,253","197,178,178","49,40,40",,0,,0,,0,,0,,0
23568,"242,155,35","77,145,186","120,223,255","128,173,204","34,29,56",,0,,0,,0,,0,,0
23569,"167,106,54","220,244,220","43,43,43","169,147,124","221,216,196",,0,,0,,0,,0,,0
23570,"83,66,85","122,171,238","135,135,135","225,209,209","176,159,154",,0,,0,,0,,0,,0
23571,"1,26,57","229,222,226","0,15,240","180,140,140","117,187,160",,0,,0,,0,,0,,0
23572,"176,132,50","102,85,129","16,153,158","76,82,99","255,109,57",,0,,0,,0,,0,,0
23573,"92,37,92","255,8,8","26,164,150","238,215,143","103,181,230",,0,,0,,0,,0,,0
23574,"124,0,0","4,74,94","233,121,26","156,136,136","168,195,221",,0,,0,,0,,0,,0
23575,"184,59,63","188,39,216","214,195,195","156,97,97","180,118,97",,0,,0,,0,,0,,0
23576,"0,7,67","208,134,134","107,71,71","184,214,161","113,255,241",,0,,0,,0,,0,,0
23577,"255,84,84","38,154,64","204,204,204","180,182,50","170,189,255",,0,,0,,0,,0,,0
23578,"0,0,150","144,206,186","60,48,48","201,179,167","255,162,162",,0,,0,,0,,0,,0
23579,"255,202,202","102,121,191","180,140,126","178,196,199","255,168,168",,0,,0,,0,,0,,0
23580,"101,76,133","107,190,197","171,135,123","107,52,52","255,191,208",,0,,0,,0,,0,,0
23581,"229,229,167","197,29,131","238,213,213","138,152,176","191,205,255",,0,,0,,0,,0,,0
23582,"242,242,242","109,19,19","210,196,179","249,124,124","86,221,198",,0,,0,,0,,0,,0
23583,"225,198,156","42,126,133","118,80,63","216,216,216","73,128,201",,0,,0,,0,,0,,0
23584,"163,99,99","102,186,227","204,204,204","13,37,60","81,7,7",,0,,0,,0,,0,,0
23585,"221,201,138","121,1,129","156,72,72","121,145,152","84,55,10",,0,,0,,0,,0,,0
23586,"232,240,168","135,206,250","204,204,204","187,187,187","186,104,171",,0,,0,,0,,0,,0
23587,"0,12,204","174,87,87","234,217,217","184,184,184","9,1,1",,0,,0,,0,,0,,0
23588,"0,12,111","0,77,25","169,62,62","120,68,25","9,1,1",,0,,0,,0,,0,,0
23589,"0,9,63","11,107,90","102,205,255","167,140,131","173,204,203",,0,,0,,0,,0,,0
23590,"0,6,63","26,186,29","63,0,107","122,121,103","164,179,197",,0,,0,,0,,0,,0
23591,"0,6,3","31,118,81","90,174,225","195,158,158","0,174,199",,0,,0,,0,,0,,0
23592,"0,6,15","212,122,31","178,101,101","67,75,103","13,0,12",,0,,0,,0,,0,,0
23593,"0,15,3","141,14,72","255,190,33","10,162,175","170,170,170",,0,,0,,0,,0,,0
23594,"0,14,207","25,148,52","255,210,185","189,182,174","75,0,25",,0,,0,,0,,0,,0
23595,"0,10,250","36,111,180","194,136,255","148,125,125","135,175,199",,0,,0,,0,,0,,0
23596,"141,141,100","38,101,99","0,93,170","187,187,187","21,8,78",,0,,0,,0,,0,,0
23597,"0,3,220","143,66,242","30,90,171","182,178,223","165,89,119",,0,,0,,0,,0,,0
23598,"0,15,239","157,223,80","162,214,225","187,187,187","176,238,244",,0,,0,,0,,0,,0
23599,"0,13,250","94,127,144","169,93,169","60,48,64","49,60,70",,0,,0,,0,,0,,0
23600,"0,10,223","99,131,142","210,132,255","191,112,103","170,170,170",,0,,0,,0,,0,,0
23601,"246,246,246","219,36,36","210,255,181","248,245,242","28,28,28",,0,,0,,0,,0,,0
23602,"187,10,1","0,81,71","130,132,229","229,213,82","140,69,69",,0,,0,,0,,0,,0
23603,"238,84,0","183,65,15","19,23,79","68,51,118","197,36,36",,0,,0,,0,,0,,0
23604,"24,62,114","253,222,8","210,142,176","175,201,155","229,192,192",,0,,0,,0,,0,,0
23605,"167,122,35","188,229,216","144,89,89","109,65,65","100,111,98",,0,,0,,0,,0,,0
23606,"116,93,80","75,85,120","73,22,126","192,206,79","75,26,26",,0,,0,,0,,0,,0
23607,"46,0,102","102,81,141","114,161,229","57,196,143","156,162,165",,0,,0,,0,,0,,0
23608,"0,102,22","255,115,115","0,191,178","126,255,141","246,200,226",,0,,0,,0,,0,,0
23609,"102,0,9","141,206,103","118,0,87","241,255,246","154,185,115",,0,,0,,0,,0,,0
23610,"255,202,232","101,153,255","86,30,73","209,179,216","121,104,120",,0,,0,,0,,0,,0
23611,"130,89,57","43,80,76","109,3,78","200,164,126","200,211,227",,0,,0,,0,,0,,0
23612,"0,15,255","99,137,133","57,57,45","197,136,0","214,138,89",,0,,0,,0,,0,,0
23613,"229,215,210","57,92,114","54,137,169","255,164,164","92,66,107",,0,,0,,0,,0,,0
23614,"0,15,255","2,59,89","47,80,110","80,145,0","99,147,161",,0,,0,,0,,0,,0
23615,"235,213,225","211,211,211","23,2,102","110,30,46","247,240,174",,0,,0,,0,,0,,0
23616,"237,219,183","140,177,216","135,63,84","59,81,90","146,182,177",,0,,0,,0,,0,,0
23617,"177,139,14","211,202,194","208,227,218","217,50,50","128,109,136",,0,,0,,0,,0,,0
23618,"126,194,171","0,249,255","167,134,68","197,143,143","154,103,126",,0,,0,,0,,0,,0
23619,"237,233,206","0,0,0","96,154,178","219,255,247","231,207,207",,0,,0,,0,,0,,0
23620,"94,65,47","0,0,0","148,111,106","243,76,76","180,115,104",,0,,0,,0,,0,,0
23621,"188,199,71","149,20,90","222,214,180","204,179,255","175,202,132",,0,,0,,0,,0,,0
23622,"234,198,122","13,148,176","98,116,107","182,188,214","238,235,235",,0,,0,,0,,0,,0
23623,"255,247,192","140,52,124","122,19,123","0,15,192","234,184,209",,0,,0,,0,,0,,0
23624,"227,224,224","194,91,255","227,67,58","70,43,73","177,180,157",,0,,0,,0,,0,,0
23625,"253,243,231","99,202,143","54,19,99","116,0,58","154,123,94",,0,,0,,0,,0,,0
23626,"163,142,121","246,183,64","103,148,165","86,68,116","231,223,231",,0,,0,,0,,0,,0
23627,"253,243,231","186,97,127","0,0,242","0,15,255","98,144,155",,0,,0,,0,,0,,0
23628,"219,201,207","255,184,64","8,123,146","0,15,255","76,157,155",,0,,0,,0,,0,,0
23629,"167,210,200","36,60,44","34,54,110","0,11,80","118,22,22",,0,,0,,0,,0,,0
23630,"0,14,239","32,58,57","229,164,120","40,23,75","210,210,210",,0,,0,,0,,0,,0
23631,"0,13,239","154,159,78","189,155,143","133,153,194","249,208,216",,0,,0,,0,,0,,0
23632,"255,208,168","152,151,116","193,144,132","169,76,76","180,94,114",,0,,0,,0,,0,,0
23633,"161,199,227","169,109,107","197,204,210","0,255,184","0,15,0",,0,,0,,0,,0,,0
23634,"222,200,148","201,183,143","251,208,198","247,108,249","0,15,0",,0,,0,,0,,0,,0
23635,"115,0,255","169,139,145","172,129,227","118,83,83","19,13,24",,0,,0,,0,,0,,0
23636,"0,255,55","129,78,64","53,88,64","160,255,253","191,197,206",,0,,0,,0,,0,,0
23637,"255,0,23","206,181,167","48,113,143","103,80,80","141,141,141",,0,,0,,0,,0,,0
23638,"0,15,0","234,219,207","103,148,152","108,144,127","247,255,120",,0,,0,,0,,0,,0
23639,"4,15,94","73,49,64","9,60,4","38,124,113","51,65,71",,0,,0,,0,,0,,0
23640,"146,69,69","47,61,62","206,192,62","137,55,55","0,15,0",,0,,0,,0,,0,,0
23641,"29,28,29","107,85,78","118,76,141","0,0,0","0,0,0",,0,,0,,0,,0,,0
23642,"33,35,40","171,195,168","21,67,30","0,0,0","182,177,177",,0,,0,,0,,0,,0
23643,"0,0,0","171,142,71","219,176,0","0,15,255","105,92,82",,0,,0,,0,,0,,0
23644,"178,34,34","81,83,94","111,136,23","147,236,249","156,67,32",,0,,0,,0,,0,,0
23645,"178,34,34","184,121,117","162,121,13","160,255,205","186,171,154",,0,,0,,0,,0,,0
23646,"198,171,255","111,94,91","111,77,126","38,74,255","128,86,24",,0,,0,,0,,0,,0
23647,"255,114,114","122,88,103","201,255,149","187,187,187","197,202,214",,0,,0,,0,,0,,0
23648,"166,41,41","141,78,131","152,110,75","206,112,231","220,223,227",,0,,0,,0,,0,,0
23649,"145,170,255","76,67,86","255,222,160","163,75,174","220,229,219",,0,,0,,0,,0,,0
23650,"0,15,255","182,134,119","186,34,95","237,158,246","183,237,255",,0,,0,,0,,0,,0
23651,"0,15,255","199,173,179","255,166,251","53,154,152","63,40,62",,0,,0,,0,,0,,0
23652,"0,15,255","133,142,159","196,245,255","146,114,114","196,216,193",,0,,0,,0,,0,,0
23653,"0,15,255","146,152,128","255,237,160","207,244,255","133,129,130",,0,,0,,0,,0,,0
23654,"252,255,222","212,188,115","126,247,255","180,63,63","189,255,207",,0,,0,,0,,0,,0
23655,"50,158,187","186,114,114","177,236,122","96,85,71","19,219,183",,0,,0,,0,,0,,0
23656,"240,12,12","144,159,127","54,81,71","234,166,210","243,181,73",,0,,0,,0,,0,,0
23657,"0,0,0","77,65,50","214,231,214","169,115,128","47,45,45",,0,,0,,0,,0,,0
23658,"0,0,0","167,108,95","114,251,255","81,195,186","113,98,114",,0,,0,,0,,0,,0
23659,"0,0,0","223,216,153","214,196,153","175,110,204","101,95,88",,0,,0,,0,,0,,0
23660,"0,0,0","101,86,57","204,204,204","238,189,113","86,85,73",,0,,0,,0,,0,,0
23661,"161,0,0","163,142,122","114,94,71","198,246,129","139,125,102",,0,,0,,0,,0,,0
23662,"255,254,254","115,118,96","69,197,136","216,184,145","101,62,69",,0,,0,,0,,0,,0
23663,"0,15,255","163,64,60","149,103,165","103,135,159","127,133,117",,0,,0,,0,,0,,0
23664,"0,14,63","199,169,167","13,15,20","184,139,139","124,120,126",,0,,0,,0,,0,,0
23665,"0,15,62","159,91,51","240,195,127","188,253,253","90,80,85",,0,,0,,0,,0,,0
23666,"234,30,36","181,255,227","221,131,123","255,255,210","120,129,144",,0,,0,,0,,0,,0
23667,"0,10,0","45,0,0","66,46,19","255,210,210","110,116,133",,0,,0,,0,,0,,0
23668,"0,10,61","255,181,226","250,251,253","0,133,89","214,212,212",,0,,0,,0,,0,,0
23669,"0,15,238","117,8,132","0,15,255","234,212,212","212,208,185",,0,,0,,0,,0,,0
23670,"0,10,222","8,0,96","243,200,191","238,214,69","176,154,167",,0,,0,,0,,0,,0
23671,"0,15,54","36,23,23","175,193,183","22,62,16","156,161,186",,0,,0,,0,,0,,0
23672,"0,10,186","255,0,129","191,183,220","255,183,248","74,58,84",,0,,0,,0,,0,,0
23673,"0,15,206","255,0,129","186,164,155","255,232,196","0,255,179",,0,,0,,0,,0,,0
23674,"87,140,169","242,242,242","82,117,144","221,111,51","252,255,220",,0,,0,,0,,0,,0
23675,"210,188,255","92,57,78","69,74,67","141,31,31","37,2,2",,0,,0,,0,,0,,0
23676,"161,109,118","126,58,106","194,191,124","73,70,70","224,40,176",,0,,0,,0,,0,,0
23677,"167,150,50","227,103,103","133,34,34","203,221,220","109,50,148",,0,,0,,0,,0,,0
23678,"193,193,164","19,194,231","214,97,97","254,255,130","56,194,153",,0,,0,,0,,0,,0
23679,"189,145,145","108,66,59","167,224,195","0,17,64","12,255,0",,0,,0,,0,,0,,0
23680,"157,173,182","0,0,0","197,159,191","135,226,234","232,176,176",,0,,0,,0,,0,,0
23681,"77,61,52","28,42,81","144,38,38","255,249,115","0,15,85",,0,,0,,0,,0,,0
23682,"118,133,125","93,54,107","64,137,99","255,78,78","255,30,30",,0,,0,,0,,0,,0
23683,"141,92,92","255,244,233","179,250,251","255,196,106","61,53,5",,0,,0,,0,,0,,0
23684,"148,60,66","131,212,153","234,225,221","144,118,101","222,86,223",,0,,0,,0,,0,,0
23685,"77,84,72","189,74,103","210,130,49","244,234,128","174,137,107",,0,,0,,0,,0,,0
23686,"189,151,151","158,217,240","37,142,206","105,91,91","212,206,206",,0,,0,,0,,0,,0
23687,"0,15,189","255,222,194","197,127,127","0,0,0","11,0,0",,0,,0,,0,,0,,0
23688,"0,3,219","228,255,248","20,58,5","0,0,0","52,90,22",,0,,0,,0,,0,,0
23689,"242,216,107","240,202,242","221,211,211","100,112,206","96,0,0",,0,,0,,0,,0,,0
23690,"153,180,238","239,181,255","182,160,132","209,255,240","156,195,155",,0,,0,,0,,0,,0
23691,"212,113,148","255,252,222","178,209,177","0,15,255","236,244,190",,0,,0,,0,,0,,0
23692,"71,67,81","134,95,139","201,180,162","255,249,188","122,103,103",,0,,0,,0,,0,,0
23693,"151,137,244","255,100,100","199,162,131","255,147,147","113,199,99",,0,,0,,0,,0,,0
23694,"145,194,210","222,165,164","204,204,204","156,140,140","116,94,94",,0,,0,,0,,0,,0
23695,"153,216,228","155,77,102","32,35,54","0,53,58","143,146,163",,0,,0,,0,,0,,0
23696,"202,177,75","255,90,0","234,219,174","253,150,150","96,56,92",,0,,0,,0,,0,,0
23697,"228,201,238","34,88,110","201,160,160","127,164,227","165,191,214",,0,,0,,0,,0,,0
23698,"196,204,197","0,15,255","152,141,95","60,132,153","146,159,142",,0,,0,,0,,0,,0
23699,"0,3,15","0,15,255","227,219,167","188,50,44","191,163,163",,0,,0,,0,,0,,0
23700,"212,51,51","0,15,255","195,197,46","123,127,50","186,240,164",,0,,0,,0,,0,,0
